B 027,BUTA STAMINA DON,322,342,276,276,423.729,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 028,SIO NEGI BUTANIKU DON,322,342,276,276,423.729,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 029,CHASHU DON BENTO,322,342,276,276,389.831,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 030,Kuuraku Ramen,322,350,276,276,648.31,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 031,TOKYO CURRY,322,350,276,276,330.5,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,C,Menu,0,0,0,0,KUURAKU,YES
B 032,KARAAGE CURRY,322,350,276,276,457.54,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,C,Menu,0,0,0,0,KUURAKU,YES
B 033,CHICKEN KATSU CURRY,322,350,276,276,457.54,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,C,Menu,0,0,0,0,KUURAKU,YES
B 034,10-SYU NO YASAI CURRY,322,350,276,276,355.39,SGST@9%,9.00,CGST@9%,9.00,,0,,0,KKT,0,0,0,0,D,Menu,0,0,0,0,KUURAKU,YES
B 035,TORI KARAAGE (5 pc),322,350,276,276,389.83,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,D,Menu,0,0,0,0,KUURAKU,YES
B 036,CHAHAN,322,350,276,276,338.98,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,D,Menu,0,0,0,0,KUURAKU,YES
B 037,TAJ MAHAL ROLL(8 PC),322,350,276,276,643.87,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,C,Menu,0,0,0,0,KUURAKU,YES
B 038,CRUNCHY VEG ROLL (8 PC),322,350,276,276,542.37,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,C,Menu,0,0,0,0,KUURAKU,YES
B 039,VEG DYNAMITE ROLL (5 PC),322,350,276,276,542.37,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,C,Menu,0,0,0,0,KUURAKU,YES
B 040,VEG CALIFORNNIA ROLL (5 PC),322,350,276,276,635.59,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,C,Menu,0,0,0,0,KUURAKU,YES
B 041,TERIMAYO CHICKEN ROLL (5 PC),322,350,276,276,652.54,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,C,Menu,0,0,0,0,KUURAKU,YES
B 042,SALMON SALAD ROLL (5 PC),322,350,276,276,678,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,C,Menu,0,0,0,0,KUURAKU,YES
B 043,ROUTE 66 ROLL (5 PC),322,350,276,276,652.54,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,C,Menu,0,0,0,0,KUURAKU,YES
B 044,DYNAMITE ROLL (5 PC),322,350,276,276,678,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,C,Menu,0,0,0,0,KUURAKU,YES
B 045,KUURAKU CALIFORNIA ROLL (5 PC),322,350,276,276,678,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,C,Menu,0,0,0,0,KUURAKU,YES
B 046,Miso soup ,322,350,276,276,92.85,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
