M165,Honey Chicken,823,825,632,632,400,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M166,Honey Chilli Potato,823,825,632,632,280,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M167,HONG KONG STYLE VEGETABLE FRIED RICE,823,825,632,632,150,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M168,HORLICKS,824,826,672,672,90,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M169,Hot & Sour Soup,823,825,672,672,160,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M170,Hot Chocolate,824,826,672,672,100,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M171,HOT GULAB JAMUN FUDGE,824,826,672,672,120,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M172,Hot Gulab Jamunu Fudge,823,825,672,672,120,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M173,HOT MILK,824,826,672,672,70,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M174,IDLI  SAMBAR,823,825,632,632,125,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M175,JAL  JEERA,824,826,672,672,60,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M176,Jeera Aloo,823,825,632,632,160,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M177,Jeera Garlic Rice,823,825,632,632,200,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M178,Jeera Rice,823,825,632,632,190,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M179,JODHPURI   ALOO,823,825,632,632,200,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M180,Jodhpuri Aloo,823,825,632,632,180,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M181,JUHANG CHICKEN FRIED RICE,823,825,632,632,420,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M182,KACHUMBER SALAD,823,825,632,632,75,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M183,KADAI  PANEER,823,825,632,632,240,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M184,Kadhai Paneer,823,825,632,632,320,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M185,KADI PAKODA,823,825,632,632,200,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M186,Kashmiri Pulao,823,825,632,632,300,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M187,Keema Methi Matar,823,825,632,632,480,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M188,KER SANGRI,823,825,632,632,200,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M189,Khasta Roti,823,825,672,672,50,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M190,LACCHEDAR PARATHA,823,825,632,632,60,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M191,LACHHEDAR MASALA ONION,823,825,632,632,55,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M192,Lachhedar Paratha,823,825,632,632,60,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M193,Lakhnabih Murgh Corma,823,825,632,632,450,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M194,Lala Mussa Cofta,823,825,632,632,280,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M195,LALA MUSSA KOFTA,823,825,632,632,225,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M196,Lamb Barbecue,823,825,632,632,450,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M197,LAMB BARBEQUE,823,825,632,632,550,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M198,LAMB IN OYSTER SAUCE,823,825,632,632,450,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M199,LASAGNE   ALFARNO,823,825,632,632,525,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M200,Lashuni Palak,823,825,632,632,220,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M201,Lashuni Paneer Tikka,823,825,632,632,330,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M202,LASOONI PALAK,823,825,632,632,210,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M203,LASSI,824,826,672,672,75,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M204,Lassi / Plain/ Sweet,824,826,672,672,110,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M205,Lemon Coriander Leek Soup,823,825,672,672,130,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M206,LEMON CORIANDER& LEEK SOUP,823,825,672,672,120,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M207,Lemon Tea,824,826,672,672,60,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M208,LESOONI  PANEER TIKKA,823,825,632,632,230,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M209,LUCKNOWI MURGH KORMA,823,825,632,632,450,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M210,Malai Paneer Tikka,823,825,632,632,340,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M211,Malwani Paneer Tikka,823,825,632,632,330,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M212,Manchow Soup,823,825,632,632,160,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M213,MANCHURIAN FRIED RICE,823,825,632,632,170,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M214,Masala Dal Khichadi,823,825,632,632,250,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M215,MASALA KHICHDI,823,825,632,632,160,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M216,MASALA KULCHA ( House Special ),823,825,632,632,80,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M217,Masala Kulcha (House Special ),823,825,632,632,110,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M218,Masala Papad,823,825,632,632,50,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M219,Masala Tea,824,826,672,672,80,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M220,MAZZEDAR PAPAD ROL,823,825,632,632,160,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M221,Medu Bada,823,825,632,632,140,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M222,MEETHI MURGH,823,825,632,632,450,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M223,MENDU VADA WITH  SAMBAR,823,825,632,632,130,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M224,METHI MRUGH SALAD,823,825,632,632,180,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M225,Methi Murgh,823,825,632,632,450,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M226,Milk / Hot/ Cold,824,826,672,672,50,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M227,MINESTRONE,823,825,632,632,110,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M228,Missi Roti,823,825,672,672,60,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
